name,ur3e_X,ur3e_Y,ur3e_Z,ur3e_RX,ur3e_RY,ur3e_RZ,eval_X,eval_Y,eval_Z,eval_RX,eval_RY,eval_RZ,time_ns
FPose0,100.02,91.99000000000001,659.21,-8.949285071218881,-0.5729577951308232,7.230411685826425,110.63466966152191,88.40373903512955,656.3852429389954,-9.982791945518159,-3.768956253995256,9.365250264976112,1734700990117
FPose0,100.0,92.0,659.2,-8.949285071218881,-5.729577951308233,7.80336948095723,113.14444988965988,87.72428333759308,655.7628512382507,-10.198999578848316,-2.7601172396250697,13.163335387058552,1734700991620
FPose0,99.99,92.0,659.2,-9.522242866349714,-10.313240312354818,7.80336948095723,116.43105000257492,88.36778253316879,655.9235453605652,-9.105709213582713,3.9373783182223483,13.02279834841761,1734700993291
FPose0,99.99,92.00999999999999,659.2,-8.949285071218881,4.583662361046586,7.230411685826425,106.36487603187561,88.92686665058136,656.615674495697,-9.545568727899507,-4.918517380569108,6.259804819465643,1734700994961
FPose0,99.99,92.00999999999999,659.2,-9.522242866349714,9.167324722093172,7.80336948095723,104.44286465644836,88.556669652462,655.6451320648193,11.67589978716039,9.050103856542226,-5.806587348153641,1734700996631
FPose0,100.01,92.0,659.2,12.959989637134655,0.5729577951308232,-6.657453890695592,107.24220424890518,90.66789597272873,655.4496884346008,-15.090607367940109,-2.3408488322101757,8.490477881850097,1734700998469
FPose0,100.0,92.00999999999999,659.2,18.116609793312065,0.5729577951308232,-6.657453890695592,105.48746585845947,94.45695579051971,658.7098836898804,-18.38606896363018,-1.1132902099870803,8.834632183226702,1734700999805
FPose0,100.0,91.99000000000001,659.2,-8.949285071218881,-0.5729577951308232,12.387031842003822,112.94098198413849,85.52315831184387,656.1652421951294,-8.85530867368675,-6.033702475983777,9.52113791721618,1734701001976
FPose0,99.97,92.00999999999999,659.2,-9.522242866349714,-0.5729577951308232,16.970694203050414,115.22182077169418,85.41976660490036,657.2206020355225,8.556604293062733,1.1486332263094035,-13.353379688975124,1734701003480
FPose0,99.99,92.0,659.2,-13.532947432265473,-0.5729577951308232,7.80336948095723,112.75754868984222,90.47587960958481,655.8168530464172,-8.507734727212636,-9.414120038453085,11.819735429162222,1734701005484
FPose0,99.99,92.0,659.2,-18.6895675884429,-0.5729577951308232,8.376327276088062,114.41131681203842,93.2144746184349,656.9005250930786,-6.838643623316756,-12.51013354086085,13.082874157457297,1734701006987
FPose0,100.02,91.98000000000002,659.19,7.80336948095723,0.5729577951308232,-11.814074046873017,108.64727944135666,85.92934906482697,655.4256081581116,-12.842909829436365,3.4166104333058493,5.325260058525657,1734701009159
FPose0,100.0,92.0,659.2,7.80336948095723,0.5729577951308232,-16.397736407919595,105.08999973535538,82.72408694028854,656.2456488609314,-15.313509350406463,3.865591398249463,7.1982225869423075,1734701010829
FPose0,-0.01,92.0,659.2,-8.949285071218881,-0.5729577951308232,7.230411685826425,9.991421364247799,89.553102850914,659.6425771713257,-10.60800751560393,-2.780386096306664,8.433039299153606,1734701013669
FPose0,-0.02,92.00999999999999,659.21,-8.949285071218881,-5.729577951308233,7.80336948095723,13.583620078861713,89.26543593406677,658.4954261779785,-9.824841702127628,0.024436913345990352,11.111435613279639,1734701015172
FPose0,-0.02,92.0,659.21,-9.522242866349714,-10.313240312354818,7.80336948095723,16.177674755454063,88.80297839641571,658.9856147766113,-8.59211744707622,1.4591939851609403,15.75361270825367,1734701016675
FPose0,0.0,92.00999999999999,659.2,-8.949285071218881,4.583662361046586,7.230411685826425,7.283398881554604,88.62452208995819,658.9546203613281,-9.913057823027557,-8.216669343983744,9.244021219477332,1734701018680
FPose0,0.02,92.0,659.19,-9.522242866349714,9.167324722093172,7.80336948095723,5.081851035356522,90.06348997354507,660.1279377937317,14.165065397611102,6.505071549212702,-4.187887047178151,1734701020183
FPose0,0.02,91.99000000000001,659.19,12.959989637134655,0.5729577951308232,-6.657453890695592,8.958677761256695,91.89722687005997,660.5218648910522,-16.134101608250518,-2.6889638105106872,7.5130431409122025,1734701022020
FPose0,-0.01,92.0,659.21,18.116609793312065,0.5729577951308232,-6.657453890695592,8.010270074009895,94.93785351514816,662.5864505767822,-21.050171684426317,-0.4535754448168684,6.874484919328864,1734701023524
FPose0,-0.01,92.0,659.2,-8.949285071218881,-0.5729577951308232,12.387031842003822,12.725785374641418,87.0589166879654,658.3858728408813,7.475690840984072,2.615898376007281,-9.850249997098004,1734701025528
FPose0,0.0,92.0,659.2,-9.522242866349714,-0.5729577951308232,16.970694203050414,14.703195542097092,86.3259881734848,658.9087843894958,9.127236975252444,-0.22645640085929314,-14.485269325560338,1734701027198
FPose0,-0.01,92.0,659.2,-13.532947432265473,-0.5729577951308232,7.80336948095723,13.269089162349701,90.98401665687561,658.8738560676575,-9.26518784038413,-9.431422992300702,11.059882394862782,1734701029036
FPose0,-0.01,92.0,659.21,-18.6895675884429,-0.5729577951308232,8.376327276088062,14.080146327614784,93.74211728572845,659.4251394271851,-3.859845099717006,-11.954187365941417,14.274829018462498,1734701030372
FPose0,-0.02,92.00999999999999,659.2,7.80336948095723,0.5729577951308232,-11.814074046873017,8.574157953262329,87.70149201154709,659.0449810028076,-11.004700382120916,2.8590290139168197,7.128475919787164,1734701032544
FPose0,0.0,92.0,659.2,7.80336948095723,0.5729577951308232,-16.397736407919595,6.303188391029835,84.55919474363327,658.7715744972229,-15.113592971058694,8.092794670790445,4.336541280104342,1734701034047
FPose0,-99.98,92.01999999999998,659.22,-8.949285071218881,-0.5729577951308232,7.230411685826425,-86.1666277050972,90.90130031108856,663.863480091095,-10.629067185862766,-0.4453221323964475,6.487221105803769,1734701036886
