name,ur3e_X,ur3e_Y,ur3e_Z,ur3e_RX,ur3e_RY,ur3e_RZ,eval_X,eval_Y,eval_Z,eval_RX,eval_RY,eval_RZ,time_ns
ArUco0,100.01,100.0,534.0,-7.245915590261646,0.0019155902616465603,8.645915590261646,112.23,101.63,527.02,2.8647889756541165,-1.1459155902616465,7.448451336700702,1734691423000000000
ArUco0,100.01,100.0,534.0,-7.245915590261646,5.158535746439055,8.645915590261646,115.75,101.44,526.71,3.047293633497077,-2.8647889756541165,-8.021409131831525,1734691425000000000
ArUco0,100.0,100.0,534.0,-7.245915590261646,9.742198107485642,8.645915590261646,118.84,100.56,524.2,1.1459155902616465,6.302535746439055,10.886198107485642,1734691426000000000
ArUco0,100.0,100.00999999999999,534.0,-7.245915590261646,-5.154704565915763,8.645915590261646,109.04,101.89,528.69,4.1932092237587995,4.583662361046586,-6.302535746439055,1734691428000000000
ArUco0,100.0,100.0,534.01,-7.245915590261646,-9.738366926962348,8.645915590261646,106.51,102.37,531.91,5.339124814020408,8.594366926962348,-2.8647889756541165,1734691429000000000
ArUco0,100.0,100.00999999999999,534.0,7.214907781391185,-1.144,-13.263359118091927,110.64,106.01,532.46,2.8647889756541165,2.8647889756541165,4.583662361046586,1734691431000000000
ArUco0,100.0,99.99000000000001,534.0,7.214907781391185,-1.144,-18.41997927426931,109.98,111.42,540.89,3.6202514286279666,-6.302535746439055,-0.5729577951308232,1734691433000000000
ArUco0,99.98,100.00999999999999,534.01,-11.829577951308233,0.0019155902616465603,8.645915590261646,114.88,98.08,525.21,3.6202514286279666,4.583662361046586,-8.594366926962348,1734691435000000000
ArUco0,100.0,100.0,534.0,-16.98619810748564,0.0019155902616465603,8.645915590261646,117.46,94.57,522.37,5.339124814020408,8.594366926962348,-11.459155902616466,1734691436000000000
ArUco0,99.99,100.0,534.0,-7.245915590261646,0.0019155902616465603,13.229577951308233,115.65,105.05,528.06,1.7188733853924696,-4.583662361046586,8.594366926962348,1734691438000000000
ArUco0,100.0,99.99000000000001,534.0,-7.818873385392469,0.0019155902616465603,18.38619810748564,118.99,108.65,529.71,-1.1459155902616465,-8.021409131831525,9.740282517223996,1734691440000000000
ArUco0,100.01,100.00999999999999,534.01,11.798570142437763,-1.144,-8.67969675704532,109.14,98.41,527.25,3.437746770784939,2.8647889756541165,6.875493541569878,1734691442000000000
ArUco0,100.01,99.99000000000001,534.0,16.9551902986152,-1.144,-8.67969675704532,105.49,94.81,525.92,5.339124814020408,-5.729577951308233,-8.594366926962348,1734691443000000000
ArUco0,-0.01,100.01999999999998,534.01,-7.245915590261646,0.0019155902616465603,8.645915590261646,15.67,104.1,536.58,5.729577951308233,-1.1459155902616465,11.459155902616466,1734691446000000000
ArUco0,-0.01,100.0,534.0,-7.245915590261646,5.158535746439055,8.645915590261646,19.2,103.46,534.49,4.010704565915763,2.291831180523293,15.469860468532229,1734691448000000000
ArUco0,-0.01,100.00999999999999,534.01,-7.245915590261646,9.742198107485642,8.645915590261646,22.87,103.07,533.85,3.047293633497077,-6.302535746439055,-12.032113697747288,1734691449000000000
ArUco0,-0.01,100.0,534.0,-7.245915590261646,-5.154704565915763,8.645915590261646,12.28,104.31,537.86,8.203913789674573,5.156620156177409,-12.032113697747288,1734691451000000000
ArUco0,-0.0,100.0,534.0,-7.245915590261646,-9.738366926962348,8.645915590261646,8.17,103.95,537.95,13.360533945851955,4.583662361046586,29.79380534680281,1734691453000000000
